"identif" "eta98c" "eta01c" "persist" "perdesi"
"5875" 2043840055 10 13 0 0
"5876" 2045550131 6 9 0 0
"5877" 2047260275 26 NA 0 0
"5878" 2049010371 NA 8 0 0
"5879" 2049210187 139 NA 0 0
"5880" 2051500186 13 16 0 0
"5881" 2051980297 NA 5 0 0
"5883" 2053820418 8 11 0 0
"5884" 2053860661 14 NA 0 0
"5885" 2056590273 10 13 0 0
"5886" 2057900273 NA 12 0 0
"5887" 2057970383 19 NA 0 0
"5888" 2058380054 10 13 0 0
"5889" 2060100184 11 NA 0 0
"5890" 2062030181 13 NA 0 0
"5891" 2064050377 NA 6 0 0
"5893" 2065440255 9 NA 0 0
"5894" 2065610666 13 NA 0 0
"5895" 2065870409 8 11 0 0
"5896" 2066040137 5 8 0 0
"5897" 2066190387 NA 21 0 0
"5898" 2066710382 NA 21 0 0
"5899" 2066990182 8 11 0 0
"5900" 2067670270 10 13 0 0
"5901" 2069030374 6 9 0 0
"5902" 2069250551 4 NA 0 0
"5903" 2070320160 25 28 0 0
"5904" 2073630383 40 NA 0 0
"5905" 2074650380 17 20 0 0
"5906" 2075320379 19 22 0 0
"5908" 2077080179 NA 15 0 0
"5909" 2077090626 NA 7 0 0
"5910" 2077480272 19 NA 0 0
"5911" 2078490494 115 NA 0 0
"5912" 2080070276 10 13 0 0
"5913" 2082410934 NA 7 0 0
"5914" 2084790762 12 NA 0 0
"5915" 2087240055 29 NA 0 0
"5916" 2087590053 10 NA 0 0
"5917" 2087610181 13 NA 0 0
"5918" 2087830019 25 NA 0 0
"5919" 2087870619 5 8 0 0
"5920" 2088500175 7 10 0 0
"5921" 2089000373 NA 5 0 0
"5922" 2089790387 19 22 0 0
"5923" 2090290409 7 10 0 0
"5924" 2090510269 10 13 0 0
"5925" 2090630143 NA 7 0 0
"5926" 2091600277 18 21 0 0
"5927" 2092560496 12 15 0 0
"5929" 2094960239 NA 12 0 0
"5930" 2095910292 12 NA 0 0
"5931" 2096370257 NA 11 0 0
"5932" 2097380369 6 NA 0 0
"5933" 2098280297 NA 14 0 0
"5934" 2098790287 47 50 0 0
"5935" 2098840140 5 8 0 0
"5936" 2099320134 5 8 0 0
"5937" 2099950187 12 NA 0 0
"5938" 2100230496 16 NA 0 0
"5939" 2100680286 12 15 0 0
"5940" 2100840971 NA 7 0 0
"5941" 2102110249 8 11 0 0
"5942" 2102240254 NA 10 0 0
"5943" 2102280143 4 NA 0 0
"5944" 2102330253 NA 12 0 0
"5945" 2103310056 NA 12 0 0
"5946" 2103410384 19 NA 0 0
"5947" 2103920250 9 12 0 0
"5948" 2104470973 8 11 0 0
"5949" 2104510620 5 8 0 0
"5950" 2104530883 14 NA 0 0
"5951" 2104940379 19 NA 0 0
"5952" 2105510496 NA 15 0 0
"5953" 2106250241 9 12 0 0
"5954" 2106260885 NA 17 0 0
"5955" 2106790295 NA 14 0 0
"5956" 2106800969 8 11 0 0
"5957" 2109390143 4 7 0 0
"5958" 2109430162 69 NA 0 0
"5959" 2109640414 7 NA 0 0
"5960" 2111460257 31 NA 0 0
"5961" 2111880139 NA 7 0 0
"5962" 2111880370 6 9 0 0
"5963" 2113390246 9 NA 0 0
"5964" 2114950162 29 32 0 0
"5965" 2115500388 19 NA 0 0
"5966" 2115680297 11 NA 0 0
"5967" 2115860493 11 14 0 0
"5968" 2116400240 9 NA 0 0
"5969" 2116680171 2 NA 0 0
"5970" 2117290137 5 8 0 0
"5971" 2119140371 5 NA 0 0
"5972" 2119980172 7 10 0 0
"5973" 2120890022 NA 23 0 0
"5974" 2122520973 7 NA 0 0
"5975" 2122590258 8 NA 0 0
"5976" 2122650291 NA 9 0 0
"5977" 2123590173 NA 9 0 0
"5978" 2123700764 12 15 0 0
"5979" 2125790136 NA 6 0 0
"5980" 2127730369 NA 9 0 0
"5981" 2128390379 18 NA 0 0
"5982" 2128800494 NA 11 0 0
"5983" 2128910739 1 4 0 0
"5984" 2129120272 NA 12 0 0
"5985" 2130510131 5 NA 0 0
"5986" 2130730168 26 29 0 0
"5987" 2130730489 9 12 0 0
"5988" 2130860387 22 NA 0 0
"5989" 2130920272 18 21 0 0
"5990" 2130950129 5 8 0 0
"5991" 2131100171 6 9 0 0
"5992" 2131810249 5 NA 0 0
"5993" 2131870294 17 NA 0 0
"5994" 2132620969 7 10 0 0
"5995" 2133670148 4 7 0 0
"5996" 2134080271 2 5 0 0
"5997" 2134200275 10 NA 0 0
"5998" 2135640388 19 22 0 0
"5999" 2135740493 9 12 0 0
"6000" 2135830377 6 NA 0 0
"6001" 2136520381 19 NA 0 0
"6002" 2137200132 NA 8 0 0
"6003" 2139140377 5 NA 0 0
"6004" 2139400417 7 10 0 0
"6005" 2139990558 NA 5 0 0
"6006" 2140680179 10 13 0 0
"6007" 2141580172 6 9 0 0
"6008" 2141720182 10 13 0 0
"6009" 2142050556 2 NA 0 0
"6010" 2142750129 5 8 0 0
"6011" 2143830377 NA 8 0 0
"6012" 2144550256 8 NA 0 0
"6013" 2144910252 17 NA 0 0
"6014" 2146370272 NA 4 0 0
"6015" 2148580175 6 9 0 0
"6016" 2150000138 4 NA 0 0
"6017" 2151740294 11 14 0 0
"6018" 2152370273 9 NA 0 0
"6019" 2153170177 6 9 0 0
"6020" 2153820490 NA 9 0 0
"6021" 2154780172 6 9 0 0
"6022" 2155440256 NA 11 0 0
"6023" 2155510164 40 NA 0 0
"6024" 2155530022 20 NA 0 0
"6025" 2155600296 10 13 0 0
"6026" 2156520269 26 NA 0 0
"6027" 2156540491 7 NA 0 0
"6028" 2158090974 7 10 0 0
"6029" 2158760254 8 NA 0 0
"6030" 2158780293 NA 12 0 0
"6031" 2164260257 8 NA 0 0
"6032" 2166210250 7 10 0 0
"6033" 2166450178 6 9 0 0
"6034" 2168410056 8 11 0 0
"6035" 2169270177 6 9 0 0
"6036" 2170210170 6 9 0 0
"6037" 2170340746 0 3 0 0
"6038" 2171370179 8 NA 0 0
"6039" 2172050137 NA 0 0 0
"6040" 2173490249 7 NA 0 0
"6041" 2173940138 17 NA 0 0
"6042" 2175810058 NA 11 0 0
"6043" 2176530241 9 NA 0 0
"6044" 2177210239 9 NA 0 0
"6045" 2179340242 8 11 0 0
"6046" 2180730977 56 NA 0 0
"6047" 2180890136 4 7 0 0
"6048" 2181080166 28 NA 0 0
"6049" 2181570050 8 11 0 0
"6050" 2184280292 10 13 0 0
"6051" 2186330285 NA 14 0 0
"6052" 2187360976 6 NA 0 0
"6053" 2188600256 7 10 0 0
"6054" 2189370270 18 NA 0 0
"6055" 2193330055 NA 10 0 0
"6056" 2193770052 NA 10 0 0
"6057" 2194580376 5 8 0 0
"6058" 2195330969 7 NA 0 0
"6059" 2195900375 5 NA 0 0
"6060" 2198370254 7 NA 0 0
"6061" 2199240976 NA 9 0 0
"6062" 2199350171 6 9 0 0
"6063" 2200420245 7 NA 0 0
"6064" 2201730295 NA 9 0 0
"6065" 2202900111 18 21 0 0
"6066" 2203460553 NA 4 0 0
"6067" 2204360884 7 NA 0 0
"6068" 2204910167 40 NA 0 0
"6069" 2206280163 22 NA 0 0
"6070" 2208540275 29 NA 0 0
"6071" 2209250296 NA 12 0 0
"6072" 2209270409 NA 9 0 0
"6073" 2209430409 NA 9 0 0
"6074" 2210290026 19 22 0 0
"6075" 2210290380 13 NA 0 0
"6076" 2210660418 6 9 0 0
"6077" 2211350662 12 NA 0 0
"6078" 2211530248 8 11 0 0
"6079" 2212160490 NA 4 0 0
"6080" 2212480138 3 6 0 0
"6081" 2213260166 NA 34 0 0
"6082" 2213380410 2 5 0 0
"6083" 2215790252 6 NA 0 0
"6084" 2216380243 8 NA 0 0
"6085" 2216830369 4 7 0 0
"6086" 2219540379 17 20 0 0
"6087" 2221060178 NA 8 0 0
"6088" 2221060252 7 10 0 0
"6089" 2222030246 6 NA 0 0
"6090" 2222300383 18 21 0 0
"6091" 2222960145 NA 5 0 0
"6092" 2223000024 20 23 0 0
"6093" 2224600285 11 NA 0 0
"6094" 2227990254 121 NA 0 0
"6095" 2228210370 NA 6 0 0
"6096" 2228480387 NA 20 0 0
"6097" 2230540277 8 11 0 0
"6098" 2230560242 NA 11 0 0
"6099" 2232780285 11 NA 0 0
"6100" 2232960168 28 NA 0 0
"6101" 2234410667 NA 15 0 0
"6102" 2236500416 5 NA 0 0
"6103" 2239650978 NA 9 0 0
"6104" 2240120284 7 10 0 0
"6105" 2240450160 NA 27 0 0
"6106" 2240950276 8 11 0 0
"6107" 2241360252 7 NA 0 0
"6108" 2242650171 5 8 0 0
"6109" 2242920054 6 NA 0 0
"6110" 2242990171 NA 7 0 0
"6111" 2243850416 5 NA 0 0
"6112" 2245230021 NA 21 0 0
"6113" 2248310598 NA 9 0 0
"6114" 2248980291 NA 13 0 0
"6115" 2250430292 9 NA 0 0
"6116" 2250470554 1 4 0 0
"6117" 2254790162 25 28 0 0
"6118" 2257360286 5 8 0 0
"6119" 2258550289 NA 12 0 0
"6120" 2259820254 NA 9 0 0
"6121" 2260190373 3 NA 0 0
"6122" 2261240417 5 8 0 0
"6123" 2261620246 35 NA 0 0
"6124" 2262100271 NA 11 0 0
"6125" 2262540377 NA 6 0 0
"6126" 2262610269 12 NA 0 0
"6127" 2263640250 5 NA 0 0
"6128" 2264670279 10 13 0 0
"6129" 2267510177 5 8 0 0
"6130" 2268340178 5 8 0 0
"6131" 2268860051 6 NA 0 0
"6132" 2270690271 NA 11 0 0
"6133" 2273380417 NA 7 0 0
"6134" 2273400257 6 9 0 0
"6135" 2274050241 7 NA 0 0
"6136" 2274800975 NA 8 0 0
"6137" 2275360375 3 6 0 0
"6138" 2275410129 3 NA 0 0
"6139" 2275530249 6 NA 0 0
"6140" 2275910055 6 9 0 0
"6141" 2275950415 5 8 0 0
"6142" 2280110880 NA 11 0 0
"6143" 2282800975 NA 8 0 0
"6144" 2282880175 4 7 0 0
"6145" 2282920245 7 10 0 0
"6146" 2283790415 NA 7 0 0
"6147" 2284530026 20 NA 0 0
"6148" 2284750376 3 6 0 0
"6149" 2285040975 6 9 0 0
"6150" 2285870272 7 10 0 0
"6151" 2286080178 4 7 0 0
"6152" 2286650252 NA 8 0 0
"6153" 2288020659 12 15 0 0
"6154" 2288050253 6 9 0 0
"6155" 2288730250 6 NA 0 0
"6156" 2294370298 9 NA 0 0
"6157" 2296540971 NA 8 0 0
"6158" 2297190248 7 10 0 0
"6159" 2298660934 2 5 0 0
"6160" 2298700019 23 NA 0 0
"6161" 2298720027 20 NA 0 0
"6162" 2299060027 20 23 0 0
"6163" 2300770250 6 9 0 0
"6164" 2300870166 22 NA 0 0
"6165" 2301450174 4 NA 0 0
"6166" 2302100281 10 13 0 0
"6167" 2303360049 4 NA 0 0
"6168" 2303440140 NA 4 0 0
"6169" 2304200410 4 NA 0 0
"6170" 2305090258 6 NA 0 0
"6172" 2307570595 NA 17 0 0
"6173" 2307620250 6 NA 0 0
"6174" 2307890662 NA 14 0 0
"6175" 2310310880 12 NA 0 0
"6176" 2311430141 NA 4 0 0
"6177" 2312610022 NA 22 0 0
"6178" 2313110378 3 6 0 0
"6179" 2314820280 10 NA 0 0
"6180" 2315540598 23 26 0 0
"6181" 2318240269 7 10 0 0
"6182" 2320280024 20 NA 0 0
"6183" 2320550252 5 8 0 0
"6184" 2322830297 37 NA 0 0
"6185" 2323070174 NA 6 0 0
"6186" 2323400257 5 8 0 0
"6187" 2324450159 NA 26 0 0
"6188" 2324710372 12 NA 0 0
"6189" 2324880290 9 NA 0 0
"6190" 2325450176 4 NA 0 0
"6191" 2325520143 1 NA 0 0
"6192" 2327030289 9 12 0 0
"6193" 2329450594 NA 25 0 0
"6194" 2331400257 5 8 0 0
"6195" 2332090057 NA 3 0 0
"6196" 2333230131 NA 4 0 0
"6197" 2334790258 4 NA 0 0
"6198" 2336320723 0 3 0 0
"6200" 2340070298 NA 12 0 0
"6201" 2342850168 23 NA 0 0
"6202" 2343620297 8 NA 0 0
"6203" 2345850298 8 11 0 0
"6204" 2346220418 NA 6 0 0
"6205" 2347140623 NA 4 0 0
"6206" 2347640250 5 NA 0 0
"6207" 2347800663 8 NA 0 0
"6208" 2349440377 NA 5 0 0
"6209" 2349840287 18 NA 0 0
"6210" 2350200660 NA 14 0 0
"6211" 2351220378 2 NA 0 0
"6212" 2351290173 4 7 0 0
"6213" 2352760760 10 13 0 0
"6214" 2353360248 NA 8 0 0
"6216" 2353530170 3 6 0 0
"6217" 2358180161 NA 25 0 0
"6218" 2359790661 11 14 0 0
"6219" 2359850275 NA 9 0 0
"6220" 2360070376 NA 5 0 0
"6221" 2360180274 18 21 0 0
"6222" 2360260977 5 NA 0 0
"6223" 2360500240 6 NA 0 0
"6224" 2361680975 5 8 0 0
"6225" 2361910258 NA 8 0 0
"6226" 2367870258 NA 9 0 0
"6228" 2369190662 NA 14 0 0
"6229" 2369740243 6 9 0 0
"6230" 2369910250 28 NA 0 0
"6231" 2371910256 5 NA 0 0
"6232" 2372860293 8 NA 0 0
"6233" 2373170296 8 11 0 0
"6234" 2374570593 NA 16 0 0
"6235" 2378140169 NA 3 0 0
"6236" 2381050381 16 19 0 0
"6237" 2381980272 6 NA 0 0
"6238" 2383020275 6 9 0 0
"6239" 2385350373 2 NA 0 0
"6240" 2386900416 3 6 0 0
"6241" 2387120147 NA 3 0 0
"6242" 2388660273 6 NA 0 0
"6243" 2389130110 NA 19 0 0
"6244" 2390960141 0 3 0 0
"6245" 2391110241 6 9 0 0
"6246" 2391130298 8 NA 0 0
"6247" 2391960298 36 NA 0 0
"6248" 2392000251 4 7 0 0
"6249" 2393270381 14 17 0 0
"6250" 2394250374 2 NA 0 0
"6251" 2401440166 NA 88 0 0
"6252" 2401610933 NA 3 0 0
"6253" 2413110765 NA 12 0 0
"6254" 2414280294 8 11 0 0
"6255" 2416130273 6 9 0 0
"6256" 2416690888 NA 14 0 0
"6257" 2417690283 9 NA 0 0
"6258" 2419420143 8 NA 0 0
"6259" 2419570178 3 NA 0 0
"6260" 2419660177 NA 5 0 0
"6261" 2419740284 9 NA 0 0
"6262" 2420130293 8 NA 0 0
"6263" 2422060381 NA 17 0 0
"6264" 2423250130 0 3 0 0
"6265" 2429490664 10 NA 0 0
"6267" 2431340295 7 10 0 0
"6268" 2432750278 NA 8 0 0
"6269" 2433060271 5 8 0 0
"6270" 2434120272 5 8 0 0
"6271" 2434840978 NA 6 0 0
"6272" 2435440372 NA 4 0 0
"6273" 2441250385 14 17 0 0
"6274" 2442450760 NA 12 0 0
"6275" 2442640386 14 17 0 0
"6276" 2444850595 NA 16 0 0
"6278" 2453320977 NA 6 0 0
"6279" 2453430248 NA 8 0 0
"6280" 2454770056 3 6 0 0
"6281" 2456280384 NA 17 0 0
"6282" 2457500020 NA 22 0 0
"6283" 2458100729 38 NA 0 0
"6284" 2460850412 2 5 0 0
"6285" 2462940377 1 4 0 0
"6286" 2465410022 19 22 0 0
"6287" 2467150592 23 NA 0 0
"6288" 2467570253 3 6 0 0
"6289" 2469900275 5 8 0 0
"6290" 2470960177 NA 4 0 0
"6291" 2471220249 3 NA 0 0
"6292" 2471780418 NA 4 0 0
"6293" 2474860175 2 NA 0 0
"6294" 2476100273 5 NA 0 0
"6295" 2477530163 NA 25 0 0
"6296" 2479610377 1 4 0 0
"6297" 2479640382 13 NA 0 0
"6299" 2482440382 13 16 0 0
"6300" 2484190621 NA 2 0 0
"6301" 2485560384 NA 16 0 0
"6302" 2486740837 38 NA 0 0
"6303" 2488350296 7 10 0 0
"6304" 2488520765 8 11 0 0
"6305" 2489510245 4 NA 0 0
"6306" 2493490830 18 NA 0 0
"6307" 2493620832 17 20 0 0
"6308" 2494330761 NA 9 0 0
"6309" 2494510834 18 21 0 0
"6310" 2494990109 15 18 0 0
"6311" 2495770171 NA 4 0 0
"6312" 2497090271 5 NA 0 0
"6313" 2499300257 NA 6 0 0
"6314" 2499580410 1 4 0 0
"6315" 2500800253 3 NA 0 0
"6316" 2500800971 3 NA 0 0
"6317" 2504850733 18 NA 0 0
"6318" 2505420057 2 5 0 0
"6319" 2505890282 NA 10 0 0
"6320" 2507120738 30 NA 0 0
"6321" 2507670550 NA 0 0 0
"6322" 2508190375 0 3 0 0
"6323" 2508790737 NA 20 0 0
"6324" 2509730286 NA 9 0 0
"6325" 2511970664 NA 13 0 0
"6326" 2512111227 NA 5 0 0
"6327" 2515230735 30 NA 0 0
"6328" 2518340729 14 NA 0 0
"6329" 2519900250 2 5 0 0
"6330" 2521510765 7 10 0 0
"6331" 2522410369 NA 3 0 0
"6332" 2522770665 9 NA 0 0
"6333" 2524770168 22 25 0 0
"6334" 2528661223 NA 8 0 0
"6335" 2528760025 19 NA 0 0
"6336" 2529820166 23 26 0 0
"6337" 2531520242 4 7 0 0
"6338" 2533960388 NA 2 0 0
"6339" 2534030049 NA 4 0 0
"6340" 2534850289 27 NA 0 0
"6341" 2537990051 1 4 0 0
"6342" 2540210280 7 10 0 0
"6343" 2540460258 2 5 0 0
"6344" 2541180019 NA 20 0 0
"6345" 2543880733 17 20 0 0
"6346" 2544100297 6 9 0 0
"6347" 2544820249 2 5 0 0
"6348" 2544910380 7 NA 0 0
"6349" 2545750025 19 NA 0 0
"6350" 2549030028 19 22 0 0
"6351" 2556120241 39 NA 0 0
"6352" 2557140024 NA 21 0 0
"6353" 2558090731 17 NA 0 0
"6354" 2561330239 3 6 0 0
"6355" 2569330249 NA 4 0 0
"6356" 2570721222 NA 9 0 0
"6357" 2572030283 7 10 0 0
"6358" 2572840285 7 NA 0 0
"6359" 2574790736 17 NA 0 0
"6360" 2576100025 NA 22 0 0
"6361" 2577340174 NA 2 0 0
"6362" 2578030162 34 37 0 0
"6363" 2580140660 9 NA 0 0
"6364" 2580950886 NA 12 0 0
"6365" 2585050021 NA 18 0 0
"6366" 2593400283 6 NA 0 0
"6367" 2594800028 38 NA 0 0
"6368" 2599740138 NA 10 0 0
"6369" 2600000249 NA 4 0 0
"6370" 2613020764 NA 8 0 0
"6371" 2615800296 3 6 0 0
"6372" 2616670284 6 NA 0 0
"6373" 2621150298 NA 6 0 0
"6374" 2623270284 6 9 0 0
"6375" 2626450735 16 NA 0 0
"6376" 2627130253 1 NA 0 0
"6377" 2628230978 2 5 0 0
"6378" 2628360247 3 6 0 0
"6379" 2634630253 NA 3 0 0
"6380" 2634950734 19 NA 0 0
"6381" 2636590173 28 NA 0 0
"6382" 2640750019 NA 18 0 0
"6383" 2641630162 NA 21 0 0
"6384" 2642490020 17 20 0 0
"6385" 2649650287 6 NA 0 0
"6386" 2652490241 2 5 0 0
"6387" 2654120242 2 5 0 0
"6388" 2656630024 NA 21 0 0
"6389" 2660800282 NA 7 0 0
"6390" 2665140833 NA 4 0 0
"6391" 2668250118 NA 16 0 0
"6392" 2668300285 5 NA 0 0
"6393" 2668480111 13 16 0 0
"6394" 2680310767 5 8 0 0
"6395" 2682950172 NA 2 0 0
"6396" 2684640243 2 5 0 0
"6397" 2686950665 NA 11 0 0
"6398" 2690470296 2 5 0 0
"6399" 2693570027 17 NA 0 0
"6400" 2694130019 18 21 0 1
"6401" 2697790662 NA 10 0 0
"6402" 2702610665 NA NA 0 0
"6403" 2703000023 NA 14 0 0
"6404" 2704120978 NA 3 0 0
"6405" 2705910666 NA 10 0 0
"6406" 2708330110 13 NA 0 0
"6407" 2709770835 16 19 0 0
"6408" 2711580735 16 19 0 0
"6409" 2713560883 8 NA 0 0
"6410" 2718560284 3 6 0 0
"6411" 2722990287 NA 10 0 0
"6412" 2732970162 NA 25 0 0
"6413" 2749521222 NA 8 0 0
"6414" 2752860160 NA 25 0 0
"6415" 2753140166 22 NA 0 0
"6416" 2764840242 NA 4 0 0
"6417" 2766621228 NA 8 0 0
"6418" 2772430729 16 19 0 0
"6419" 2774031220 NA 8 0 0
"6420" 2777110021 16 19 0 0
"6421" 2779890661 NA 9 0 0
"6422" 2784140159 NA 26 0 0
"6423" 2784480284 3 6 0 0
"6424" 2790010976 NA 5 0 0
"6425" 2790330109 12 15 0 0
"6426" 2800140185 NA 15 0 0
"6427" 2803280244 0 3 0 0
"6428" 2807080665 16 NA 0 0
"6429" 2816010166 23 NA 0 0
"6430" 2816790179 12 15 0 0
"6431" 2819100881 6 9 0 0
"6432" 2819300887 2 5 0 0
"6433" 2822160831 NA 18 0 0
"6434" 2825530113 12 NA 0 0
"6435" 2827931228 NA 7 0 0
"6436" 2829260592 20 NA 0 0
"6437" 2829340667 NA 29 0 0
"6438" 2830080666 NA 9 0 0
"6439" 2830160666 NA 9 0 0
"6440" 2830810286 3 6 0 0
"6441" 2831210023 16 19 0 0
"6442" 2832610163 NA 25 0 0
"6443" 2835880185 12 15 0 0
"6444" 2838070180 12 NA 0 0
"6445" 2838580667 NA 10 0 0
"6446" 2839470884 NA 8 0 0
"6447" 2839700181 12 15 0 0
"6449" 2842790187 12 NA 0 0
"6450" 2843260115 12 NA 0 0
"6451" 2844650181 NA 14 0 0
"6452" 2851150182 22 NA 0 0
"6453" 2852580023 16 NA 0 0
"6454" 2857800764 3 6 0 1
"6455" 2858450593 22 25 0 0
"6456" 2860720165 20 23 0 0
"6457" 2863750243 18 NA 0 0
"6458" 2865630286 3 NA 0 0
"6459" 2865960667 NA 8 0 0
"6460" 2873440181 NA 14 0 0
"6461" 2878210183 11 14 0 0
"6462" 2883200591 21 24 0 0
"6463" 2889870759 NA 6 0 0
"6465" 2898540734 15 NA 0 0
"6466" 2902560181 11 14 0 0
"6467" 2916180281 NA 4 0 0
"6468" 2916910596 21 24 0 0
"6469" 2917320167 NA 24 0 0
"6470" 2920020168 NA 25 0 0
"6471" 2920850663 5 8 0 0
"6472" 2921400880 6 NA 0 0
"6473" 2922560187 NA 13 0 0
"6474" 2927630662 5 8 0 0
"6475" 2929800164 24 NA 0 0
"6476" 2940010181 NA 13 0 0
"6477" 2941650886 6 NA 0 0
"6478" 2947970179 11 NA 0 0
"6479" 2954150733 15 NA 0 0
"6480" 2954340185 35 NA 0 0
"6481" 2956951219 NA 6 0 0
"6482" 2957690024 2 NA 0 0
"6483" 2959290187 NA 13 0 0
"6484" 2960460597 36 NA 0 0
"6485" 2963400186 NA 13 0 0
"6486" 2966000025 NA 17 0 0
"6487" 2966580182 10 13 0 0
"6488" 2970340185 10 NA 0 0
"6489" 2980760182 10 NA 0 0
"6490" 2985850665 NA NA 0 0
"6491" 2988050180 NA 12 0 0
"6492" 2994150180 10 NA 0 0
"6493" 2994370184 10 13 0 0
"6494" 2994460282 NA 3 0 0
"6495" 2994850185 10 13 0 0
"6496" 2998820283 1 4 0 0
"6497" 2999940179 10 NA 0 0
"6498" 3006970110 10 13 0 0
"6499" 3009220182 NA 13 0 0
"6500" 3009250387 18 NA 0 0
"6501" 3010520497 3 6 0 0
"6502" 3015590180 10 NA 0 0
"6503" 3015640381 9 NA 0 0
"6504" 3015820181 35 NA 0 0
"6505" 3021560383 18 21 0 0
"6506" 3026520275 NA 7 0 0
"6507" 3026850383 32 NA 0 0
"6508" 3027010185 10 13 0 0
"6509" 3028960180 NA 10 0 0
"6510" 3029620387 18 21 0 0
"6511" 3032420179 10 13 0 0
"6512" 3036240385 18 21 0 0
"6513" 3039830166 NA 25 0 0
"6514" 3043210379 NA 21 0 0
"6515" 3043650493 16 NA 0 0
"6516" 3044220270 4 7 0 0
"6517" 3044771223 NA 30 0 0
"6518" 3046100379 NA 21 0 0
"6519" 3047540385 18 NA 0 0
"6521" 3049840387 18 NA 0 0
"6522" 3053880881 5 NA 0 0
"6523" 3055180379 NA 21 0 0
"6524" 3056540383 18 NA 0 0
"6525" 3057160379 NA 20 0 0
"6526" 3060290379 17 20 0 0
"6527" 3060880387 6 NA 0 0
"6528" 3062220384 18 NA 0 0
"6529" 3063270388 18 NA 0 0
"6530" 3064130383 18 NA 0 0
"6531" 3064480109 9 12 0 0
"6532" 3064950491 18 NA 0 0
"6534" 3067500491 18 21 0 0
"6535" 3070110387 18 NA 0 0
"6536" 3075790738 14 NA 0 0
"6537" 3076410492 NA 21 0 0
"6538" 3076701221 NA 5 0 0
"6539" 3077010489 20 NA 0 0
"6540" 3078470270 28 NA 0 0
"6541" 3078550667 NA 6 0 0
"6542" 3080281228 NA 5 0 0
"6543" 3081350269 NA 6 0 0
"6544" 3081360278 3 6 0 0
"6545" 3081880275 4 NA 0 0
"6546" 3085910490 18 21 0 0
"6547" 3086810111 9 NA 0 0
"6548" 3088460493 18 NA 0 0
"6549" 3089550490 18 NA 0 0
"6550" 3092600498 NA 21 0 0
"6551" 3093470495 17 NA 0 0
"6552" 3093620495 NA 21 0 0
"6553" 3093760489 18 21 0 0
"6554" 3094130494 17 20 0 0
"6555" 3094210494 NA 15 0 0
"6556" 3094600496 18 21 0 0
"6557" 3095420498 41 NA 0 0
"6558" 3099600491 NA 20 0 0
"6559" 3099830387 NA 44 0 0
"6560" 3101330418 NA 26 0 0
"6561" 3101330491 NA 20 0 0
"6562" 3102310385 17 NA 0 0
"6563" 3103030735 14 17 0 0
"6564" 3103690496 NA 12 0 0
"6565" 3104530493 16 NA 0 0
"6566" 3106170116 9 NA 0 0
"6567" 3109060496 18 NA 0 0
"6568" 3110830109 9 12 0 0
"6569" 3114770269 3 6 0 0
"6570" 3115090883 58 NA 0 0
"6571" 3115410164 22 NA 0 0
"6572" 3117190384 17 20 0 0
"6573" 3118380273 3 6 0 0
"6574" 3118810269 3 6 0 0
"6575" 3122680163 NA 25 0 0
"6576" 3123010493 NA 20 0 0
"6577" 3125830161 NA 25 0 0
"6578" 3130030112 9 NA 0 0
"6579" 3137041219 NA 5 0 0
"6580" 3140220273 3 6 0 0
"6581" 3142740278 3 6 0 0
"6582" 3148890729 14 17 0 0
"6583" 3149770112 8 11 0 0
"6585" 3155760494 NA 20 0 0
"6586" 3156230380 17 NA 0 0
"6587" 3159740187 NA 9 0 0
"6588" 3162660380 17 20 0 0
"6589" 3167210736 14 NA 0 0
"6590" 3170990381 16 NA 0 0
"6591" 3171800498 17 20 0 0
"6592" 3173110383 16 NA 0 0
"6593" 3174790183 6 NA 0 0
"6594" 3176620659 2 5 0 0
"6596" 3179480731 14 NA 0 0
"6597" 3180740180 6 9 0 0
"6598" 3183230494 NA 20 0 0
"6599" 3184950496 17 20 0 0
"6600" 3185730491 17 20 0 0
"6601" 3185980492 17 20 0 0
"6602" 3186840497 17 NA 0 0
"6603" 3189780492 17 20 0 0
"6604" 3190840186 NA 8 0 0
"6605" 3194800160 17 NA 0 0
"6606" 3197900272 2 5 0 0
"6607" 3199570164 NA 25 0 0
"6608" 3204110269 52 NA 0 0
"6609" 3207160164 NA 23 0 0
"6610" 3208800164 29 NA 0 0
"6611" 3209430110 8 11 0 0
"6612" 3210850379 16 19 0 0
"6613" 3212950278 2 NA 0 0
"6614" 3213650166 NA 13 0 0
"6615" 3219400293 1 NA 0 0
"6616" 3222700109 8 11 0 0
"6617" 3224950183 5 8 0 0
"6618" 3225350185 2 5 0 0
"6619" 3230740388 NA 16 0 0
"6620" 3231110276 2 5 0 0
"6621" 3232260161 NA 80 0 0
"6622" 3235930166 NA 27 0 0
"6623" 3235990384 16 19 0 0
"6624" 3241000111 NA 10 0 0
"6625" 3244470188 51 NA 0 0
"6626" 3245090274 NA 4 0 0
"6627" 3260210641 38 41 0 0
"6628" 3266170492 15 18 0 0
"6629" 3268720492 16 19 0 0
"6630" 3272560736 13 NA 0 0
"6631" 3275970882 2 5 0 0
"6632" 3276490880 NA 5 0 0
"6633" 3287140639 18 NA 0 0
"6635" 3297070182 NA 7 0 0
"6636" 3303360494 16 NA 0 0
"6637" 3307270491 15 18 0 0
"6639" 3309290497 16 NA 0 0
"6640" 3310070276 NA 4 0 0
"6641" 3311660182 3 6 0 0
"6642" 3314380275 NA 3 0 0
